,state,gender,avg_fam_income,pobc2,avggift,domain,target_d,med_home_val_transformed
2011,AZ,Female,684.0,19,9,S1,20.0,0.835048640834177
2012,TX,Male,540.0,68,5,T2,5.0,-0.5884696915094139
2013,AZ,Female,295.0,12,12,C2,12.0,-0.33549094828253617
2014,TX,Female,281.0,68,8,T3,11.0,-1.1686233711692717
2015,CA,Female,807.0,22,23,S1,45.0,2.8906554549824
2016,AL,U,496.0,65,4,R3,3.0,0.011328863809436988
2017,CA,Female,471.0,62,6,R2,5.0,0.9887520291026493
2018,Tennessee,Female,370.0,75,9,T1,10.0,-0.31053168103105677
2019,IL,Female,973.0,74,5,S1,5.0,1.909296549962829
2020,AL,Female,378.0,55,4,C1,5.0,0.03682964755499681
2021,IL,Female,507.0,70,10,S2,15.0,0.3884311755150207
2022,MO,Male,612.0,60,10,C1,15.0,0.2981109684391906
2023,GA,Female,292.0,90,9,0,10.0,-1.0586526952537085
2024,NV,Male,381.0,19,11,S2,18.0,-0.30229978580689465
2025,SC,Male,460.0,68,5,T2,7.0,0.3049616660604849
2026,LA,Female,277.0,91,8,R2,15.0,-1.1595949214663033
2027,NM,Male,416.0,39,20,S1,20.0,-0.13419912887070806
2028,CA,Female,243.0,34,8,U3,10.0,0.3276070630594661
2029,MN,Female,566.0,60,5,S1,5.0,-0.010452081332219473
2030,CA,Female,549.0,55,20,U1,10.0,1.3610612555019281
2031,IL,Female,217.0,56,12,U4,10.0,-0.6104385407069429
2032,CA,Female,694.0,60,7,U1,7.0,2.276712411813422
2033,CA,Female,598.0,56,13,C1,20.0,1.102464802934768
2034,MO,Female,350.0,77,3,R2,5.0,-0.6658033431300083
2035,MI,Female,905.0,43,10,S2,10.0,1.3643532071656936
2036,FL,Female,333.0,17,7,C1,8.0,-0.12977228702554097
2037,MI,Male,315.0,76,9,S3,20.0,-1.0448457636487039
2038,FL,Female,444.0,12,7,C2,20.0,-0.1837121483175327
2039,TX,U,324.0,71,4,S3,10.0,-0.9291236949685212
2040,CA,Male,537.0,38,17,0,34.0,1.402814936748576
2041,CA,Female,442.0,56,11,S1,14.0,2.0745595383546735
2042,KY,Female,259.0,92,10,R3,20.0,-0.9962947894458345
2043,IN,Female,351.0,70,6,0,7.0,-0.3918563725669827
2044,FL,Male,473.0,37,10,S1,15.0,-0.022830517988680833
2045,FL,Male,408.0,28,7,T2,9.0,-0.31053168103105677
2046,LA,Male,375.0,66,7,T2,25.0,-0.5590300505263865
2047,WI,U,311.0,88,10,R3,15.0,-1.1270201512072489
2048,WA,Female,506.0,56,9,T2,25.0,0.5752380729873142
2049,AL,Female,412.0,75,10,C2,20.0,-0.2810969920407061
2050,SC,Female,476.0,29,8,C1,12.0,0.4837150814604827
2051,CA,Male,811.0,49,33,S1,20.0,2.1709282216742234
2052,FL,Male,436.0,23,5,S2,5.0,-0.4075932750063028
2053,KS,Male,346.0,69,5,T2,5.0,-0.7190244091553011
2054,ID,Male,505.0,45,7,C2,10.0,-0.1867624586355817
2055,OR,Female,391.0,45,14,R2,10.0,-0.43776732641974864
2056,AZ,Female,345.0,33,14,C2,20.0,-0.594428727019965
2057,CA,Female,828.0,47,11,S1,10.0,1.886092690584446
2058,AP,U,0.0,0,9,S1,8.0,-4.179469891894217
2059,MI,Female,414.0,69,6,C2,7.0,-0.594428727019965
2060,MT,U,279.0,63,7,R2,10.0,-0.9016747304329094
2061,MO,Female,653.0,62,20,S1,20.0,0.8981515780301393
2062,CO,Female,434.0,55,15,T2,20.0,-0.6245919090904313
2063,NE,Male,758.0,53,7,S1,11.0,0.49502444784174027
2064,MI,Female,724.0,67,22,T1,20.0,0.4857765596266373
2065,WI,U,294.0,81,2,R2,3.0,-0.7299094420615095
2066,FL,Female,410.0,13,5,C2,10.0,-0.047868633000918134
2067,CA,Female,496.0,50,9,C2,15.0,1.0456475893411379
2068,IN,Male,473.0,47,15,C1,21.0,0.1439121156978522
2069,FL,Male,478.0,11,6,C2,4.0,0.015381270636560333
2070,MI,Female,328.0,83,9,T2,10.0,-0.5551486247468037
2071,MS,Male,265.0,61,17,T2,16.0,-0.9341742110571442
2072,NC,Male,253.0,73,9,R3,12.0,-0.7720480039926799
2073,FL,Male,365.0,51,8,C1,20.0,-0.3006585882841421
2074,NE,Male,323.0,79,36,R2,50.0,-0.8436215150088678
2075,MI,Female,462.0,79,10,S1,5.0,-0.11510274676538734
2076,FL,Male,371.0,25,12,S1,21.0,-0.2957452832910233
2077,TX,Female,438.0,55,4,T1,6.0,0.0018347588806564305
2078,SC,Female,485.0,78,3,T2,25.0,0.17243103499856968
2079,OK,Female,673.0,55,13,T1,50.0,0.12378876812040776
2080,MI,Female,385.0,24,25,0,25.0,-0.3901177402139729
2081,CA,Female,867.0,43,6,S1,5.0,1.9943962933564332
2082,TX,Female,326.0,89,14,R2,15.0,-0.9066246950430605
2083,CA,Female,267.0,37,3,C3,5.0,0.3764313572752108
2084,SD,Male,304.0,18,9,R2,14.0,-0.9597120200000968
2085,FL,Male,353.0,9,15,C2,20.0,-0.23165858622031768
2086,IN,Female,496.0,53,5,S1,5.0,-0.06335893824707128
2087,IN,Male,472.0,73,10,T2,15.0,-0.34221486335642215
2088,CO,Female,636.0,64,13,S1,19.0,0.2364055087354754
2089,CA,Female,643.0,66,10,T1,10.0,1.143869093015549
2090,CA,Female,987.0,58,19,S1,25.0,2.5434353478464002
2091,CA,Male,392.0,42,11,C1,15.0,1.2611978377647515
2092,NM,Female,324.0,26,4,T2,4.0,-0.26979745936698285
2093,GA,Female,316.0,84,7,R2,12.0,-0.5648713021079834
2094,IL,Male,209.0,63,5,T3,5.0,-1.3748228539195904
2095,IA,Female,315.0,85,2,R3,2.0,-1.4406642096816376
2096,NC,Male,468.0,74,15,T2,25.0,-0.3338145027105503
2097,LA,Female,182.0,83,13,R3,20.0,-1.217879146127755
2098,GA,Female,752.0,39,15,S1,20.0,0.41861828112524174
2099,HI,Female,399.0,71,7,R2,10.0,0.3775255860296369
2100,GA,Female,555.0,65,11,C2,14.0,-0.17308147494823511
2101,WI,U,438.0,80,5,S2,5.0,0.00862177812819654
2102,OR,Female,876.0,41,5,S1,10.0,1.1225332198212439
2103,GA,Male,325.0,74,4,T2,5.0,-0.9831152094052952
2104,MT,U,288.0,58,8,R2,15.0,-0.5416429418034265
2105,WA,U,610.0,59,9,S1,12.0,0.26461745725157837
2106,CA,Male,1282.0,38,12,S1,15.0,2.954665719021949
2107,GA,Female,312.0,58,7,S2,15.0,-0.4111124038507742
2108,KY,Female,356.0,84,11,T2,24.0,-0.8531295386003706
2109,CA,Female,762.0,43,11,S1,11.0,1.3238344131276454
2110,AZ,Female,408.0,9,6,C2,11.0,0.05932172336394829
2111,WI,U,262.0,81,5,R3,5.0,-1.106708269157125
2112,IL,Male,373.0,65,10,C2,13.0,-0.862703126403662
2113,FL,Female,338.0,51,14,S1,25.0,-0.5551486247468037
2114,NV,Female,233.0,51,14,R2,40.0,-0.7970295518714087
2115,WI,U,361.0,82,4,0,5.0,-0.4999753430946983
2116,Tennessee,Female,258.0,51,9,R3,10.0,-1.0754136864131691
2117,FL,Male,430.0,24,11,C2,20.0,-0.1610175676762156
2118,MT,U,222.0,62,8,C3,8.0,-1.0149664708226138
2119,OR,Male,615.0,36,10,C1,15.0,-0.08042567622442208
2120,FL,Male,525.0,28,25,U1,30.0,0.3095140454635082
2121,AR,Female,896.0,21,8,C1,10.0,0.9974301079077291
2122,TX,Male,571.0,68,9,S1,9.0,-0.009082382464239293
2123,TX,Female,561.0,58,11,0,14.0,0.37861914470204666
2124,MI,Female,405.0,80,23,S3,25.0,-0.5766233880074547
2125,FL,Female,413.0,24,5,S2,6.0,-0.25061315926328803
2126,OR,Male,338.0,54,10,T2,15.0,-0.3608572546337867
2127,AZ,Male,354.0,56,10,S2,10.0,-0.4925223226755438
2128,CA,Female,0.0,0,5,S2,5.0,-4.179469891894217
2129,CA,Male,434.0,44,23,S3,42.0,0.5976679269870094
2130,HI,Male,393.0,67,15,U1,18.0,1.5942402595250338
2131,FL,Male,451.0,33,6,U4,5.0,-0.20364377727494642
2132,WI,U,552.0,76,11,T1,15.0,0.009975870459539658
2133,TX,Female,390.0,75,6,C2,5.0,-0.3472769672021716
2134,OK,Female,305.0,60,3,R2,3.0,-1.5675248386140468
2135,CA,Male,687.0,41,10,S1,15.0,2.420952855912041
2136,IA,Female,268.0,84,12,T3,10.0,-1.1299478943315395
2137,CA,Male,284.0,38,5,S1,10.0,0.37861914470204666
2138,CA,Male,947.0,41,5,S1,6.0,2.3420243992748344
2139,IL,Female,636.0,83,18,S2,10.0,0.19199479959923418
2140,TX,Female,470.0,77,10,T1,10.0,-0.34221486335642215
2141,CA,Male,674.0,50,8,S1,10.0,0.8571572108740066
2142,IL,Female,254.0,49,5,U4,10.0,-0.6104385407069429
2143,CA,Male,852.0,42,14,C1,20.0,2.159441232388409
2144,CO,Male,352.0,32,18,C1,21.0,-0.23952881647080715
2145,CA,Male,578.0,28,10,U2,15.0,1.1482555712828257
2146,CA,Female,528.0,56,6,U1,8.0,0.519458842379068
2147,FL,Female,349.0,20,15,C2,15.0,0.3038217317866519
2148,NC,Male,482.0,71,20,C2,30.0,-0.08902616268083993
2149,NV,Male,447.0,23,10,S1,10.0,0.4398743707171633
2150,AZ,Female,487.0,4,5,C1,8.0,0.05273761058110388
2151,TX,Female,293.0,78,15,R2,20.0,-0.8992064270546265
2152,FL,Female,526.0,15,22,T1,10.0,0.7141595602690208
2153,WI,Female,493.0,70,9,T2,5.0,-0.11364304890977722
2154,IL,Female,416.0,74,2,C2,3.0,-0.6783983769824377
2155,SC,Female,596.0,43,4,S1,12.5,0.44830719091942534
2156,KS,U,423.0,76,5,R2,7.0,-0.2843403858960891
2157,CA,Female,252.0,74,8,R2,10.0,-0.3866463605068117
2158,AZ,Female,317.0,42,12,U3,25.0,-0.5263563887709554
2159,TX,Male,286.0,80,5,S2,10.0,-0.8412546318230978
2160,TX,Male,291.0,49,5,S2,5.0,-0.6953644510592824
2161,IL,Male,406.0,68,8,C2,15.0,-0.570735676686458
2162,CO,Female,295.0,56,9,R2,13.0,-0.6805082572459644
2163,CA,Female,314.0,60,23,C2,25.0,0.05009672897019125
2164,TX,Female,0.0,0,10,C3,10.0,-4.179469891894217
2165,SC,Male,408.0,54,8,T1,20.0,-0.20518731288643544
2166,Tennessee,Female,432.0,57,10,T1,15.0,-0.1327221713705959
2167,FL,Female,597.0,3,5,C1,13.0,0.608300155012953
2168,WA,Female,384.0,58,15,R1,23.0,0.07371678207116743
2169,CA,Female,580.0,32,20,C1,25.0,1.152632613069346
2170,GA,Male,513.0,60,10,C2,15.0,-0.03252254082139697
2171,WA,Female,486.0,43,20,C2,25.0,-0.3935969734643643
2172,CA,Male,827.0,44,10,S1,7.0,2.629208301957156
2173,OR,Female,331.0,44,9,R2,21.0,-0.4758866911302522
2174,NE,Male,400.0,64,13,C1,20.0,-0.4906648233427791
2175,IN,U,447.0,55,3,T2,5.0,-0.7541529159608809
2176,CA,Female,500.0,56,9,C2,10.0,1.2494139916232225
2177,IN,Female,704.0,61,9,S1,10.0,0.5465635064806414
2178,TX,Female,348.0,65,9,S2,18.0,-0.5397235285364383
2179,MI,Male,369.0,71,8,R2,10.0,-0.4612517742466138
2180,CA,Male,492.0,62,11,R1,18.0,0.7412935244342927
2181,KY,Male,168.0,74,20,R3,10.0,-1.3089753546596312
2182,AZ,Female,476.0,34,12,S2,19.0,-0.17459584284315674
2183,KS,Male,272.0,71,3,0,5.0,-1.518335520089266
2184,CA,Female,586.0,21,8,C1,15.0,1.3398697613605524
2185,OR,Male,284.0,39,5,R2,2.0,-0.7320964331956448
2186,WA,U,657.0,46,6,S1,10.0,0.5996055897999784
2187,NC,Male,329.0,40,10,R2,15.0,0.15761078555540478
2188,FL,Female,460.0,14,26,C2,25.0,0.061948171353988384
2189,AZ,Male,482.0,0,12,T1,10.0,0.5415742053748915
2190,UT,Female,383.0,81,20,T2,15.0,-0.3472769672021716
2191,IN,Female,428.0,82,4,T2,4.0,-0.6368333580972984
2192,MO,Female,372.0,57,15,T2,21.0,-0.41817502651952904
2193,CA,Female,592.0,44,8,U1,10.0,1.5300745998968113
2194,FL,Female,458.0,35,12,R2,18.0,0.2900846383732404
2195,IL,Male,501.0,61,7,U1,6.0,0.5093175097260453
2196,CA,Female,487.0,62,3,U1,4.0,1.2108222945024334
2197,NC,Male,676.0,41,17,S1,15.0,0.43352381596776646
2198,IL,Male,517.0,78,9,S2,32.0,0.5859992709562593
2199,KY,Male,322.0,82,10,T2,20.0,-0.598414860752015
2200,CA,Female,442.0,34,10,S1,15.0,1.6462078223219347
2201,CA,Female,220.0,47,18,U4,27.0,-0.052078827444760105
2202,FL,Female,352.0,13,20,C2,20.0,-0.14012046097809716
2203,MI,Male,463.0,63,17,C2,36.0,-0.29084732261575147
2204,TX,Female,301.0,76,10,R2,25.0,-0.570735676686458
2205,OR,Male,0.0,0,8,C2,10.0,-4.179469891894217
2206,MI,Male,730.0,79,12,S1,18.0,0.8873593092444682
2207,LA,Female,329.0,77,7,T2,11.0,-0.5320705031794757
2208,MO,Female,287.0,82,14,R2,20.0,-1.4482070451211517
2209,IN,Male,343.0,71,18,T2,15.0,-0.6699895187893803
2210,CA,Female,619.0,48,17,S1,19.0,1.378776962367231
2211,NC,U,352.0,55,15,R3,20.0,-0.11072757539091627
2212,FL,Female,463.0,24,15,S2,20.0,-0.3472769672021716
2213,KS,Male,261.0,80,12,R2,20.0,-1.4519963680453596
2214,CA,Male,463.0,57,15,S2,20.0,1.146063514662607
2215,WI,Female,349.0,74,9,C2,10.0,-0.5687783028078057
2216,FL,Female,598.0,36,13,0,25.0,0.1439121156978522
2217,CA,Female,492.0,58,10,U2,10.0,0.8221778103405961
2218,MT,Male,334.0,54,11,C2,10.0,-0.5339800800365458
2219,TX,Male,205.0,40,10,C2,15.0,1.0224621150611162
2220,FL,Male,363.0,8,3,U3,6.0,-0.2144799923044372
2221,NC,Female,429.0,33,7,T2,10.0,0.13262193814475245
2222,IL,Female,433.0,68,16,T2,20.0,-0.05067423359208416
2223,MO,Female,492.0,62,10,T1,50.0,-0.010452081332219473
2224,OR,Female,655.0,30,8,S1,11.0,0.2992546037547833
2225,HI,Female,517.0,55,8,T1,50.0,1.4221067191336143
2226,GA,Female,424.0,53,12,T3,25.0,-0.30723372453588427
2227,NC,U,214.0,91,11,R3,10.0,-0.9367065071742326
2228,GA,Male,519.0,58,13,T1,12.0,0.13388009401993914
2229,WI,Female,373.0,81,4,R2,4.0,-0.8555167479595067
2230,MS,Male,791.0,74,5,T1,4.0,0.5996055897999784
2231,MS,Male,364.0,75,4,T2,5.0,-0.8507464268764371
2232,CA,Female,464.0,52,4,S2,5.0,0.9220141146266997
2233,OR,Male,262.0,25,4,R2,5.0,-0.20827886572589388
2234,CA,Male,664.0,51,15,U3,20.0,1.9459388107464513
2235,GA,Male,472.0,68,17,T2,21.0,0.007266584739606519
2236,CA,Female,657.0,23,9,U1,15.0,2.943937806292871
2237,WI,Female,370.0,90,9,R2,10.0,-0.40408221016237184
2238,WA,U,445.0,33,16,S2,20.0,-0.2827178527806204
2239,IN,Female,226.0,79,3,C3,5.0,-1.498434837025223
2240,MI,Female,321.0,89,4,T2,3.0,-1.0122830867194248
2241,GA,Female,449.0,65,17,C1,38.0,-0.0036148515704403487
2242,OR,Female,424.0,54,15,S2,17.0,-0.33549094828253617
2243,MI,Male,458.0,74,3,T2,3.0,-0.23165858622031768
2244,KS,Male,503.0,60,6,S1,2.5,-0.2730176345438283
2245,GA,Female,442.0,36,20,S1,28.0,-0.14457571784693507
2246,SC,Male,301.0,86,25,R2,25.0,-0.7697987172988613
2247,CA,Female,516.0,72,15,R2,15.0,0.5435715500317924
2248,UT,Female,475.0,77,8,T2,25.0,-0.07899664431462551
2249,CA,Female,325.0,34,6,T2,15.0,0.04480247705386058
2250,CA,U,502.0,50,8,U1,13.0,1.3137495423751673
2251,WA,U,619.0,44,5,R2,7.0,0.1136373172156976
2252,MS,U,309.0,81,9,R2,14.0,-0.9545658721566316
2253,IN,Male,320.0,80,5,T2,12.0,-0.8318271128969792
2254,IN,Male,334.0,64,13,R2,20.0,-0.6678949183600251
2255,CA,Female,832.0,46,3,C1,4.0,2.013595618161641
2256,CA,Female,485.0,60,6,S2,10.0,0.5947576360215484
2257,TX,Female,311.0,76,10,R2,19.0,-0.7993227203895139
2258,FL,Male,298.0,53,15,U4,15.0,-0.6847372896374674
2259,CO,Female,396.0,36,5,T1,10.0,-0.2160340481165322
2260,AZ,Female,466.0,12,7,C1,11.0,0.5869744681994539
2261,CA,Male,299.0,64,25,R2,20.0,-0.45217625867863676
2262,CA,Female,600.0,61,6,T2,5.0,0.9680878758873248
2263,CO,Male,493.0,33,12,R1,15.0,0.3555124128866137
2264,TX,Female,258.0,76,13,C2,16.0,-1.3293915765792006
2265,FL,Male,348.0,23,15,U3,20.0,-0.26979745936698285
2266,AL,U,463.0,81,4,S2,5.0,-0.31218327122925493
2267,WA,Female,370.0,63,6,T2,15.0,-0.8108450535726679
2268,IL,Male,353.0,84,4,T2,5.0,-0.5746582112739407
2269,AZ,Male,235.0,21,9,T3,12.0,-0.7586055592365714
2270,LA,Female,776.0,64,15,C1,15.0,0.5325591963803725
2271,MT,U,163.0,70,22,R2,23.0,-0.8869309618924885
2272,AZ,Male,446.0,0,68,T1,75.0,-0.08328748629453397
2273,FL,Female,431.0,49,11,T2,14.0,-0.12095467595695127
2274,CA,Female,329.0,44,12,0,25.0,0.5801372824578609
2275,CA,Female,725.0,16,5,U2,6.0,-4.179469891894217
2276,CA,Male,454.0,46,11,R2,12.0,0.7733518928076292
2277,MI,Male,666.0,80,20,S1,25.0,0.7031963154818842
2278,MI,Female,507.0,67,9,C1,15.0,-0.12388856177435918
2279,CA,Female,458.0,54,13,R3,12.0,0.4057430839467635
2280,LA,Female,352.0,83,13,T2,20.0,-0.5149932882808036
2281,CA,Male,539.0,49,24,T1,25.0,1.1613585749225102
2282,FL,Female,659.0,33,9,U1,15.0,0.6511748446468908
2283,AR,Female,351.0,78,12,C1,20.0,-0.5590300505263865
2284,MI,Female,526.0,77,10,S1,10.0,-0.0008878148182418522
2285,WA,U,568.0,42,25,0,100.0,0.7385974991747057
2286,TX,Female,272.0,68,15,S2,20.0,-0.464897253027651
2287,FL,U,270.0,27,12,T2,5.0,-0.6185094213930333
2288,KS,Female,356.0,74,4,T2,10.0,-0.7342867801713364
2289,FL,Female,362.0,29,8,T2,15.0,-0.4999753430946983
2290,CO,Male,393.0,49,8,S2,20.0,-0.11072757539091627
2291,NE,Female,338.0,89,10,R2,10.0,-1.3157434278602373
2292,CA,Male,303.0,44,9,U4,10.0,0.04480247705386058
2293,CA,Female,444.0,50,12,S2,9.0,1.5141912197928575
2294,CA,Female,155.0,33,8,T3,8.0,-0.1944137248642725
2295,WA,U,459.0,46,15,S2,15.0,0.38951808540230876
2296,OR,Female,271.0,53,4,R2,6.0,-0.9316466137230516
2297,TX,Male,359.0,63,7,C2,10.0,-0.5726956435108461
2298,AR,Male,374.0,56,10,S2,10.0,-0.09478505096338025
2299,OR,Male,423.0,42,11,C2,12.0,-0.47772605905668103
2300,MO,Female,406.0,64,15,C2,18.0,-0.45036765256158295
2301,IN,Male,362.0,79,3,R2,5.0,-0.9571365026048338
2302,AZ,Male,441.0,36,11,S2,25.0,-0.2665838474107106
2303,NV,Male,431.0,26,7,R2,10.0,-0.4999753430946983
2304,WI,U,493.0,61,9,S1,10.0,1.132125322121022
2305,GA,Male,506.0,63,10,T2,15.0,-0.07899664431462551
2306,TX,Female,629.0,59,19,S1,15.0,-0.12977228702554097
2307,CO,Female,749.0,36,18,C2,25.0,0.8973235179438067
2308,WI,Female,470.0,89,20,T2,20.0,-0.1700570107003664
2309,ND,Female,381.0,64,8,C1,15.0,-0.25220298789468537
2310,CA,Male,742.0,50,10,S1,20.0,2.734472055685773
2311,FL,Female,436.0,20,9,C2,14.0,-0.1092717942952274
2312,CA,Female,388.0,38,13,U3,10.0,0.8756696865991502
2313,AZ,Female,462.0,18,13,T1,15.0,0.20652340286177034
2314,KY,Male,233.0,84,5,R3,5.0,-1.2022817430445254
2315,CA,U,819.0,53,11,U1,10.0,1.6839659352075569
2316,CA,Male,531.0,52,20,U1,15.0,0.9584772593313168
2317,NC,U,405.0,63,10,R1,3.0,-0.06335893824707128
2318,FL,Female,502.0,24,9,S2,20.0,0.208933013391566
2319,SC,Female,533.0,40,9,S1,10.0,0.1212565745661095
2320,CA,Female,227.0,52,4,C1,8.0,-0.16252062299760014
2321,Tennessee,Male,362.0,86,5,R2,10.0,-0.4252704277857795
2322,FL,Female,461.0,28,12,S2,21.0,-0.028361864117073643
2323,IL,Male,513.0,86,16,S2,25.0,-0.046467621539945596
2324,CO,Female,606.0,38,7,C1,20.0,0.45879322983108795
2325,TX,Male,267.0,68,6,T2,5.0,-0.8555167479595067
2326,CA,Male,708.0,51,14,U1,20.0,1.6952812845494405
2327,MI,Female,624.0,81,7,T1,5.0,0.22689908357267
2328,MI,Female,511.0,66,3,U2,2.0,-0.32879597324634763
2329,SD,Female,340.0,71,12,T2,25.0,-0.6574670923972445
2330,CA,Male,429.0,65,10,S2,12.5,0.6661854813205464
2331,AK,U,568.0,27,15,C2,20.0,-0.20982688968123916
2332,CA,Female,519.0,25,10,0,10.0,0.6150346083640272
2333,CA,Male,753.0,54,8,C1,10.0,1.5817957220285181
2334,AL,Female,271.0,66,3,R3,3.0,-0.9910074396502216
2335,FL,Female,435.0,47,9,S3,10.0,-0.24743828378121438
2336,SC,Female,350.0,69,13,S2,25.0,-0.354052233400387
2337,CA,Male,719.0,56,19,U1,40.0,1.994890582347881
2338,MS,U,365.0,79,9,T3,10.0,-0.9417852772587388
2339,CO,Male,427.0,17,13,U1,50.0,-4.179469891894217
2340,WA,Female,430.0,44,16,S2,15.0,0.8571572108740066
2341,AZ,U,409.0,22,9,0,10.0,-0.10201233759868338
2342,CO,Female,603.0,40,5,T1,5.0,0.3117858359634049
2343,Tennessee,Female,397.0,77,5,R2,40.0,-0.2129274495709568
2344,MN,Male,256.0,75,17,R3,20.0,-1.343192295799315
2345,OR,Male,378.0,56,9,S2,14.0,-0.40232968835348487
2346,CA,Female,528.0,56,5,U1,5.0,0.519458842379068
2347,GA,Male,609.0,49,23,0,60.0,0.30268105953122976
2348,CA,Female,603.0,51,7,U1,12.0,1.8923035531028163
2349,FL,Male,545.0,11,15,S1,25.0,0.5365713292023525
2350,AA,U,0.0,0,10,U4,45.0,-4.179469891894217
2351,CA,Male,319.0,57,9,R3,15.0,-0.49624421501967403
2352,WA,U,372.0,58,6,R2,12.0,-0.45036765256158295
2353,FL,Female,196.0,20,5,U3,7.0,-0.6104385407069429
2354,ND,Female,295.0,86,3,R2,5.0,-1.357149606959966
2355,TX,Male,301.0,85,20,T3,30.0,-1.1387709456652735
2356,WA,Female,529.0,53,7,C3,10.0,0.5245085230406995
2357,Tennessee,Male,261.0,80,4,T2,5.0,-0.9091063936988398
2358,GA,Male,480.0,31,20,S1,20.0,-0.009082382464239293
2359,SC,Female,272.0,84,15,R3,10.0,-0.8555167479595067
2360,KY,Female,399.0,71,4,S2,8.0,-0.2990191081337368
2361,IL,Female,951.0,69,12,U1,24.0,1.1944667849223567
2362,TX,Female,711.0,55,9,T1,10.0,0.00047402885235279466
2363,NE,Female,504.0,21,15,T1,23.0,-0.029747593821776587
2364,CA,Male,503.0,49,11,U1,20.0,0.49604910075722003
2365,LA,Female,402.0,81,7,R2,25.0,-0.4981086212638906
2366,OK,Male,303.0,72,8,R2,11.0,-1.2658575234630518
2367,CA,Female,759.0,47,19,C1,25.0,1.8310095251918879
2368,IN,Female,446.0,75,8,R2,10.0,-0.33549094828253617
2369,AL,Female,315.0,80,6,R2,5.0,-0.7452892745482211
2370,CA,Female,307.0,59,10,R2,10.0,-0.4740495607959138
2371,FL,Male,736.0,20,25,T1,20.0,0.6930905312308088
2372,CA,Male,409.0,62,27,R1,10.7,0.46505584130371325
2373,MO,Male,528.0,64,3,C1,5.0,-0.046467621539945596
2374,GA,Female,738.0,42,11,C1,11.0,1.1822935055522743
2375,NV,Male,454.0,16,6,U3,10.0,0.1426613285651145
2376,IL,Female,561.0,62,25,S1,25.0,0.5154090506326267
2377,FL,Male,272.0,8,27,C3,27.0,-0.5785911817820969
2378,OR,Female,411.0,37,6,U2,5.0,-0.1565167913912769
2379,LA,Male,292.0,84,4,R2,5.0,-0.7924543990987026
2380,MI,Female,515.0,85,3,T2,3.0,0.027479810744828678
2381,NE,Female,308.0,39,20,T1,30.0,-0.3780020018800287
2382,TX,Male,503.0,50,9,T2,10.0,-0.2810969920407061
2383,NC,U,435.0,53,8,C2,9.0,0.18956143930964
2384,CA,Female,589.0,43,22,S2,45.0,-0.3780020018800287
2385,WI,Female,383.0,82,4,C3,6.0,-0.3472769672021716
2386,FL,Male,460.0,28,11,C2,17.0,-0.03808644884683197
2387,CA,Female,636.0,65,16,S1,20.0,0.9800358084343122
2388,AZ,Female,449.0,29,22,U1,30.0,-0.04366916453578641
2389,CA,Male,1089.0,49,9,S1,16.0,2.9716730067013595
2390,CA,Female,253.0,53,8,C3,20.0,-0.5785911817820969
2391,IL,Male,1108.0,87,5,S1,5.0,2.06402952610351
2392,FL,Male,648.0,23,9,T1,5.0,1.0162335612389841
2393,CA,Male,500.0,65,38,S2,25.0,1.1951806121611401
2394,WA,U,630.0,50,6,S1,10.0,0.9129970073299029
2395,GA,Male,362.0,87,8,T2,15.0,-0.6044143963655184
2396,CA,Female,610.0,49,21,U1,10.0,1.3682967639235877
2397,IL,Female,308.0,45,5,S2,10.0,-0.48141153307794
2398,IL,Male,516.0,70,3,S1,3.0,0.35107693044753685
2399,IA,Female,290.0,85,5,R3,6.0,-1.8409846052861334
2400,NC,U,388.0,80,17,S2,30.0,-0.586488690085465
2401,CA,Female,453.0,47,9,0,13.0,0.19321019425902375
2402,CA,Male,1047.0,22,9,U1,15.0,2.922010206107103
2403,MI,Male,551.0,84,25,C1,25.0,-0.03808644884683197
2404,FL,U,376.0,58,7,C2,10.0,-0.21914671270812244
2405,IN,Male,363.0,75,6,C2,6.0,-0.9392435224150162
2406,CA,Female,507.0,29,22,S1,25.0,0.9776519863313343
2407,NC,U,470.0,55,5,C1,5.0,1.7110261453655136
2408,KY,Male,207.0,90,4,R3,5.0,-1.177715630377645
2409,Tennessee,Female,289.0,78,5,R3,5.0,-0.7675529997275335
2410,OK,Male,306.0,54,7,C3,7.0,-0.7901723867591488
2411,IL,Female,459.0,87,7,0,10.0,-0.09911758109306257
2412,CA,Female,497.0,25,13,U1,10.0,1.7723677433371934
2413,CA,Male,594.0,47,20,U1,25.0,2.012124394582564
2414,CA,Female,272.0,43,122,C3,95.0,0.5495506066148881
2415,IL,Female,558.0,76,8,T1,12.0,-0.149043282805675
2416,CA,Male,652.0,34,20,S1,30.0,1.2770347384870075
2417,CA,Female,351.0,58,12,S2,20.0,-0.05489161412565904
2418,IL,Female,449.0,69,8,C2,15.0,0.3197141559596492
2419,AL,Female,391.0,63,9,T2,15.0,-0.6024118283987882
2420,AR,Female,310.0,63,22,R2,25.0,-0.7364804949745206
2421,TX,Male,266.0,78,5,R2,5.0,-0.6720871546016403
2422,IL,Female,357.0,73,14,R2,25.0,-0.6889787548829552
2423,CO,Female,599.0,38,5,T1,5.0,0.31292063524831254
2424,CA,Male,368.0,37,25,U2,35.0,1.146794462690989
2425,IL,Male,617.0,63,9,S1,15.0,0.7205256018045754
2426,NC,U,374.0,78,11,T2,5.0,-0.634785974333839
2427,OK,Female,345.0,64,16,T2,25.0,-0.47221466174077426
